tdate,symbol,open,high,low,close,volume
20090318,SPI,6.33,6.64,6.15,6.49,95830
20090319,SPI,6.51,6.57,6.41,6.57,14270
20090320,SPI,6.4,6.42,6.28,6.32,42000
20090323,SPI,6.4,6.676,6.4,6.676,86618
20090324,SPI,6.65,6.77,6.56,6.63,67293
20090325,SPI,6.66,6.6811,6.5,6.66,17877
20090326,SPI,6.73,6.79,6.65,6.78,14800
20090327,SPI,7.05,7.05,6.68,6.68,46970
20090330,SPI,6.47,6.6,6.44,6.44,9603
20090331,SPI,6.47,6.58,6.47,6.52,5370
20090401,SPI,6.41,6.56,6.41,6.56,19700
20090402,SPI,6.76,6.84,6.76,6.77,53777
20090403,SPI,6.78,6.85,6.78,6.8,9900
20090406,SPI,6.75,6.79,6.72,6.79,20300
20090407,SPI,6.72,6.75,6.64,6.65,24240
20090408,SPI,6.68,6.7,6.66,6.7,7900
20090409,SPI,6.85,6.91,6.85,6.89,30800
20090413,SPI,6.92,7.13,6.86,7.13,36900
20090414,SPI,6.89,6.89,6.86,6.86,4500
20090415,SPI,6.82,6.87,6.82,6.87,22660
20090416,SPI,6.9,7.0401,6.9,7,32130
20090417,SPI,7.02,7.22,7,7.22,17450
20090420,SPI,6.88,6.88,6.79,6.79,30440
20090421,SPI,6.77,6.94,6.75,6.9,85340
20090422,SPI,6.87,6.97,6.87,6.95,21840
20090423,SPI,6.83,6.88,6.75,6.75,41440
20090424,SPI,7,7.11,7,7.06,7850
20090427,SPI,7.03,7.033,6.96,6.96,6700
20090428,SPI,6.96,6.99,6.96,6.97,4790
20090429,SPI,7.07,7.19,7.07,7.12,9200
20090430,SPI,7.2,7.206,7.08,7.09,8400
20090501,SPI,7.07,7.14,7.07,7.11,59700
20090504,SPI,7.27,7.312,7.25,7.3,112046
20090505,SPI,7.31,7.31,7.27,7.27,10400
20090506,SPI,7.34,7.43,7.34,7.42,35060
20090507,SPI,7.61,7.62,7.32,7.36,11050
20090508,SPI,7.46,7.49,7.45,7.49,65600
20090511,SPI,7.41,7.41,7.39,7.41,25000
20090512,SPI,7.35,7.4005,7.31,7.4005,15420
20090513,SPI,7.24,7.28,7.21,7.21,28500
20090514,SPI,7.25,7.27,7.23,7.27,7700
20090515,SPI,7.29,7.29,7.21,7.21,7650
20090518,SPI,7.28,7.38,7.28,7.38,4300
20090519,SPI,7.59,7.59,7.41,7.41,13400
20090520,SPI,7.43,7.5101,7.37,7.37,29920
20090521,SPI,7.31,7.3101,7.23,7.27,18340
20090522,SPI,7.31,7.32,7.27,7.27,10300
20090526,SPI,7.37,7.48,7.37,7.46,44100
20090527,SPI,7.46,7.554,7.39,7.4,46900
20090528,SPI,7.46,7.46,7.4,7.41,21800
20090529,SPI,7.5,7.5599,7.46,7.46,8800
20090601,SPI,7.55,7.72,7.55,7.72,4100
20090602,SPI,7.72,7.77,7.72,7.77,13400
20090603,SPI,7.68,7.68,7.68,7.68,700
20090604,SPI,7.71,7.75,7.71,7.75,1900
20090605,SPI,7.81,7.81,7.76,7.76,8500
20090608,SPI,7.51,7.72,7.51,7.68,11000
20090609,SPI,7.8,7.8,7.8,7.8,3500
20090610,SPI,7.81,7.9199,7.71,7.71,17100
20090611,SPI,7.79,7.87,7.79,7.87,18100
20090612,SPI,7.76,7.78,7.76,7.78,5100
20090615,SPI,7.69,7.69,7.65,7.65,16400
20090616,SPI,7.7,7.7,7.61,7.61,8310
20090617,SPI,7.6,7.78,7.46,7.61,62790
20090618,SPI,7.58,7.65,7.57,7.63,31450
20090619,SPI,7.78,7.78,7.63,7.64,52000
20090622,SPI,7.69,7.74,7.48,7.48,119080
20090623,SPI,7.25,7.48,7.25,7.48,21010
20090624,SPI,7.54,7.57,7.49,7.49,12950
20090625,SPI,7.48,7.7,7.48,7.68,25400
20090626,SPI,7.62,7.62,7.62,7.62,12500
20090629,SPI,7.77,7.77,7.71,7.71,1700
20090630,SPI,7.74,7.79,7.63,7.67,12768
20090701,SPI,7.74,7.86,7.74,7.76,17300
20090702,SPI,7.66,7.66,7.66,7.66,300
20090706,SPI,7.46,7.64,7.46,7.64,20580
20090707,SPI,7.5,7.5,7.44,7.44,14100
20090708,SPI,7.37,7.53,7.01,7.33,24400
20090709,SPI,7.54,7.54,7.42,7.43,15218
20090710,SPI,7.43,7.43,7.37,7.37,9333
20090713,SPI,7.35,7.52,7.35,7.52,13120
20090714,SPI,7.56,7.69,7.56,7.69,8000
20090715,SPI,7.81,7.81,7.81,7.81,100
20090716,SPI,7.91,7.93,7.77,7.83,14500
20090717,SPI,7.81,7.9,7.81,7.9,9800
20090720,SPI,7.8812,7.98,7.83,7.98,31022
20090721,SPI,8,8,7.87,7.93,14100
20090722,SPI,7.95,8,7.94,8,27250
20090723,SPI,8.1,8.26,8.1,8.11,11700
20090724,SPI,8.2,8.2,8.1,8.12,4150
20090727,SPI,8.1,8.21,8.1,8.21,24700
20090728,SPI,8.07,8.15,8.07,8.11,32425
20090729,SPI,8.0815,8.11,8.06,8.1,35825
20090730,SPI,8.18,8.24,8.18,8.24,30000
20090731,SPI,8.19,8.31,8.19,8.2,18550
20090803,SPI,8.26,8.372,8.26,8.34,21515
20090804,SPI,8.33,8.35,8.33,8.35,2000
20090805,SPI,8.3,8.38,8.23,8.37,24450
20090806,SPI,8.32,8.34,8.32,8.32,4200
20090807,SPI,8.5,8.59,8.42,8.44,19500
20090810,SPI,8.42,8.42,8.37,8.39,3000
20090811,SPI,8.37,8.38,8.11,8.34,27290
20090812,SPI,8.41,8.4207,8.41,8.42,5500
20090813,SPI,8.41,8.43,8.41,8.41,34300
20090817,SPI,8.3,8.3,8.25,8.25,8000
20090818,SPI,8.26,8.3008,8.26,8.3,19000
20090819,SPI,8.29,8.366,8.29,8.35,14900
20090820,SPI,8.39,8.41,8.39,8.41,2500
20090821,SPI,8.53,8.55,8.53,8.55,9550
20090824,SPI,8.54,8.62,8.54,8.54,83265
20090825,SPI,8.58,8.66,8.58,8.58,9600
20090826,SPI,8.56,8.61,8.56,8.61,5100
20090827,SPI,8.56,8.56,8.56,8.56,2500
20090828,SPI,8.56,8.56,8.56,8.56,2400
20090831,SPI,8.5,8.5012,8.5,8.5,10800
20090901,SPI,8.5301,8.55,8.37,8.37,7080
20090902,SPI,8.34,8.38,8.34,8.38,20000
20090903,SPI,8.3415,8.4,8.34,8.4,7150
20090904,SPI,8.57,8.6,8.45,8.48,4200
20090908,SPI,8.5522,8.63,8.55,8.57,34720
20090909,SPI,8.59,8.63,8.59,8.63,71300
20090910,SPI,8.63,8.68,8.63,8.68,8955
20090911,SPI,8.65,8.74,8.65,8.7,114794
20090914,SPI,8.71,8.74,8.69,8.73,39800
20090915,SPI,8.75,8.782,8.75,8.77,37700
20090916,SPI,8.8,8.88,8.8,8.87,30700
20090917,SPI,8.8,8.91,8.8,8.88,22900
20090918,SPI,8.87,8.89,8.87,8.89,38375
20090921,SPI,8.75,8.86,8.4,8.86,45040
20090922,SPI,8.86,8.91,8.86,8.9,86900
20090923,SPI,8.89,8.95,8.89,8.9,47550
20090924,SPI,8.8,8.8,8.77,8.78,17350
20090925,SPI,8.63,8.77,8.63,8.73,11750
20090928,SPI,8.8,8.87,8.8,8.87,12100
20090929,SPI,8.86,8.86,8.83,8.85,94400
20090930,SPI,8.79,8.93,8.79,8.83,180000
20091001,SPI,8.76,8.77,8.67,8.67,14340
20091002,SPI,8.6,8.63,8.59,8.61,14840
20091005,SPI,8.67,8.75,8.67,8.72,53000
20091006,SPI,8.75,8.82,8.75,8.82,14000
20091007,SPI,8.82,8.82,8.66,8.8,19397
20091008,SPI,8.85,8.93,8.85,8.89,24500
20091009,SPI,8.91,8.96,8.91,8.96,8400
20091012,SPI,8.99,9,8.95,8.95,67150
20091013,SPI,8.95,8.95,8.95,8.95,1400
20091014,SPI,9.03,9.08,9.03,9.08,17800
20091015,SPI,9.06,9.0801,9.06,9.08,21400
20091016,SPI,9,9.06,9,9.05,8800
20091019,SPI,9.1,9.19,9.1,9.12,6300
20091020,SPI,9.33,9.33,9.06,9.06,25000
20091021,SPI,9.13,9.13,9.11,9.11,4500
20091022,SPI,8.97,9.1,8.97,9.09,33250
20091023,SPI,9.05,9.11,9.03,9.03,16000
20091026,SPI,9.03,9.03,8.95,8.95,2600
20091027,SPI,8.9,8.95,8.9,8.91,65775
20091028,SPI,8.84,8.84,8.84,8.84,500
20091029,SPI,8.87,8.91,8.87,8.91,5500
20091102,SPI,8.775,8.775,8.72,8.72,450
20091104,SPI,8.81,8.89,8.81,8.88,9300
20091105,SPI,8.87,8.94,8.87,8.94,3200
20091106,SPI,8.83,9,8.83,8.95,9135
20091109,SPI,9,9.22,9,9.22,13539
20091111,SPI,9.16,9.24,9.14,9.24,3400
20091112,SPI,9.11,9.24,9.09,9.24,16800
20091113,SPI,9.2,9.2,9.12,9.12,46000
20091116,SPI,9.2,9.33,9.2,9.33,2315
20091117,SPI,9.2995,9.2995,9.2,9.22,27800
20091118,SPI,9.27,9.27,9.22,9.22,8100
20091119,SPI,9.12,9.25,9.11,9.25,10810
20091120,SPI,9.12,9.17,9.1,9.14,26500
20091123,SPI,9.21,9.34,9.21,9.21,15901
20091124,SPI,9.23,9.26,9.19,9.23,16233
20091125,SPI,9.24,9.32,9.24,9.32,17300
20091130,SPI,9.17,9.29,9.13,9.19,16978
20091201,SPI,9.25,9.32,9.25,9.27,35700
20091202,SPI,9.33,9.46,9.26,9.28,19993
20091203,SPI,9.33,9.36,9.25,9.25,19700
20091204,SPI,9.32,9.32,9.24,9.24,4500
20091207,SPI,9.29,9.3,9.24,9.24,5565
20091208,SPI,9.19,9.2,9.19,9.19,18000
20091209,SPI,9.17,9.17,9.17,9.17,7500
20091210,SPI,9.31,9.31,9.26,9.27,19200
20091211,SPI,9.3,9.3,9.25,9.25,6500
20091214,SPI,9.28,9.33,9.28,9.33,24200
20091215,SPI,9.34,9.35,9.33,9.33,7475
20091216,SPI,9.28,9.4099,9.28,9.4,13010
20091217,SPI,9.27,9.27,9.25,9.25,9635
20091218,SPI,9.26,9.29,9.23,9.29,43650
20091221,SPI,9.38,9.38,9.36,9.36,16500
20091222,SPI,9.38,9.39,9.38,9.39,3300
20091223,SPI,9.39,9.41,9.39,9.41,4450
20091228,SPI,9.45,9.45,9.45,9.45,4700
20091229,SPI,9.43,9.48,9.43,9.46,11100
20091230,SPI,9.44,9.44,9.44,9.44,16100
20091231,SPI,9.5,9.5,9.45,9.45,2500
20100104,SPI,9.45,9.49,9.45,9.49,2165
20100105,SPI,9.5,9.52,9.5,9.52,7749
20100106,SPI,9.52,9.68,9.52,9.54,17640
20100107,SPI,9.55,9.66,9.55,9.66,2650
20100108,SPI,9.56,9.6,9.55,9.6,2600
20100111,SPI,9.58,9.6,9.58,9.6,14100
20100112,SPI,9.56,9.64,9.56,9.62,4416
20100113,SPI,9.58,9.58,9.58,9.58,2000
20100114,SPI,9.62,9.63,9.62,9.63,9800
20100115,SPI,9.59,9.59,9.55,9.57,35500
20100119,SPI,9.69,9.69,9.63,9.6899,2100
20100120,SPI,9.64,9.64,9.57,9.59,11800
20100121,SPI,9.57,9.57,9.51,9.51,5500
20100122,SPI,9.45,9.5,9.41,9.45,13300
20100125,SPI,9.4,9.46,9.37,9.43,11470
20100126,SPI,9.38,9.43,9.36,9.43,26940
20100127,SPI,9.38,9.46,9.31,9.46,29470
20100128,SPI,9.36,9.36,9.35,9.35,2300
20100129,SPI,9.37,9.4,9.32,9.32,13020
20100201,SPI,9.35,9.35,9.35,9.35,1000
20100202,SPI,9.5,9.5,9.46,9.46,4200
20100203,SPI,9.5,9.5,9.45,9.47,5500
20100204,SPI,9.35,9.3501,9.19,9.2,69900
20100205,SPI,9.16,9.18,9.08,9.17,21360
20100208,SPI,9.21,9.22,9.21,9.22,3400
20100209,SPI,9.19,9.32,9.16,9.3,14200
20100210,SPI,9.21,9.26,9.16,9.26,12300
20100211,SPI,9.32,9.34,9.31,9.34,5100
20100212,SPI,9.29,9.3,9.28,9.3,2900
20100216,SPI,9.34,9.38,9.34,9.38,860
20100217,SPI,9.49,9.49,9.48,9.48,6000
20100218,SPI,9.55,9.55,9.55,9.55,2000
20100219,SPI,9.55,9.58,9.55,9.58,4285
20100222,SPI,9.58,9.61,9.58,9.6099,13100
20100223,SPI,9.56,9.6,9.56,9.58,4561
20100224,SPI,9.58,9.58,9.58,9.58,246
20100225,SPI,9.58,9.58,9.58,9.58,8500
